0 0.100203 0.047264 
1 0.118823 0.058188 
2 0.130345 0.074918 
3 0.141648 0.092400 
4 0.152827 0.110148 
5 0.164080 0.130686 
6 0.174060 0.151672 
7 0.185270 0.172002 
8 0.195410 0.191170 
9 0.205615 0.208338 
10 0.215620 0.225159 
11 0.225355 0.239443 
12 0.233587 0.252241 
13 0.240880 0.263274 
14 0.248553 0.273153 
15 0.254577 0.282215 
16 0.260565 0.288221 
17 0.265390 0.294167 
18 0.269955 0.299610 
19 0.274998 0.304556 
20 0.278145 0.309397 
21 0.281867 0.312660 
22 0.284670 0.315735 
23 0.288188 0.319324 
24 0.291230 0.321503 
25 0.294267 0.323918 
26 0.296505 0.326425 
27 0.299107 0.328755 
28 0.301590 0.331209 
29 0.303475 0.333303 
30 0.305755 0.335676 
31 0.308168 0.337247 
32 0.309423 0.339223 
33 0.310753 0.340648 
34 0.312095 0.341250 
35 0.313985 0.342176 
36 0.314875 0.343507 
37 0.316228 0.344223 
38 0.318060 0.345063 
39 0.319468 0.346185 
40 0.320400 0.347282 
41 0.321803 0.347614 
42 0.322432 0.348585 
43 0.323030 0.349307 
44 0.324707 0.350152 
45 0.326590 0.350951 
46 0.327212 0.351705 
47 0.328018 0.352308 
48 0.329215 0.353524 
49 0.330053 0.354309 
50 0.331030 0.354415 
51 0.331483 0.355169 
52 0.332408 0.355342 
53 0.332815 0.355611 
54 0.334182 0.356405 
55 0.335283 0.356781 
56 0.335662 0.357529 
57 0.335715 0.358294 
58 0.336997 0.358664 
59 0.338305 0.359375 
60 0.338900 0.359629 
61 0.339735 0.359708 
62 0.341105 0.360308 
63 0.342090 0.360959 
64 0.342050 0.360649 
65 0.342787 0.361050 
66 0.343653 0.361739 
67 0.343898 0.362160 
68 0.344513 0.362746 
69 0.344458 0.363350 
70 0.344493 0.363425 
71 0.345815 0.363904 
72 0.346875 0.363894 
73 0.347125 0.364814 
74 0.348595 0.365327 
75 0.349237 0.365710 
76 0.349640 0.366157 
77 0.349497 0.366451 
78 0.350325 0.365981 
79 0.350975 0.366345 
80 0.351438 0.365956 
81 0.352390 0.366563 
82 0.352690 0.366913 
83 0.353307 0.367026 
84 0.353172 0.367556 
85 0.353790 0.367592 
86 0.353945 0.368393 
87 0.354103 0.368667 
88 0.354218 0.368420 
89 0.354665 0.368863 
90 0.355560 0.368907 
91 0.356072 0.369149 
92 0.355317 0.369176 
93 0.356540 0.370250 
94 0.357540 0.370128 
95 0.358413 0.370535 
96 0.358915 0.369894 
97 0.358428 0.370020 
98 0.358753 0.370213 
99 0.358362 0.370858 
100 0.358937 0.371333 
