1.000000e-20 0.000000e+00 
1.000000e-19 1.084202e-19 
1.000000e-18 9.757820e-19 
1.000000e-17 1.000177e-17 
1.000000e-16 1.000177e-16 
1.000000e-15 9.999868e-16 
1.000000e-14 6.780329e-15 
1.000000e-13 8.345765e-14 
1.000000e-12 9.319433e-13 
1.000000e-11 8.027467e-12 
1.000000e-10 1.038816e-10 
1.000000e-09 6.320451e-10 
1.000000e-08 6.574675e-09 
1.000000e-07 8.532451e-08 
1.000000e-06 8.404040e-07 
1.000000e-05 6.635889e-06 
1.000000e-04 7.225622e-05 
1.000000e-03 8.510812e-04 
1.000000e-02 1.925890e-02 
