0 0.501478  
1 0.503548  
2 0.506810  
3 0.510877  
4 0.516374  
5 0.523580  
6 0.533180  
7 0.545526  
8 0.561789  
9 0.582387  
10 0.608628  
11 0.640554  
12 0.678001  
13 0.718418  
14 0.759251  
15 0.797186  
16 0.830927  
17 0.859545  
18 0.883423  
19 0.902844  
20 0.918293  
21 0.930551  
22 0.940215  
23 0.947760  
24 0.953704  
25 0.958294  
26 0.961845  
27 0.964593  
28 0.966567  
29 0.968086  
30 0.969240  
31 0.970101  
32 0.970790  
33 0.971335  
34 0.971759  
35 0.972111  
36 0.972430  
37 0.972647  
38 0.972877  
39 0.973002  
40 0.973080  
41 0.973103  
42 0.973100  
43 0.973144  
44 0.973112  
45 0.973090  
46 0.973139  
47 0.973133  
48 0.973118  
49 0.973127  
50 0.973118  
51 0.973124  
52 0.973125  
53 0.973113  
54 0.973131  
55 0.973130  
56 0.973116  
57 0.973144  
58 0.973105  
59 0.973134  
60 0.973151  
61 0.973103  
62 0.973110  
63 0.973133  
64 0.973155  
65 0.973168  
66 0.973118  
67 0.973127  
68 0.973119  
69 0.973130  
70 0.973124  
71 0.973147  
72 0.973145  
73 0.973102  
74 0.973113  
75 0.973123  
76 0.973146  
77 0.973130  
78 0.973113  
79 0.973118  
80 0.973121  
81 0.973130  
82 0.973139  
83 0.973138  
84 0.973151  
85 0.973149  
86 0.973092  
87 0.973125  
88 0.973145  
89 0.973148  
90 0.973154  
91 0.973129  
92 0.973127  
93 0.973146  
94 0.973143  
95 0.973124  
96 0.973148  
97 0.973139  
98 0.973103  
99 0.973148  
100 0.973120  
