0 0.509813  
1 0.533670  
2 0.585318  
3 0.647129  
4 0.689203  
5 0.709492  
6 0.719008  
7 0.723634  
8 0.726833  
9 0.729532  
10 0.732146  
11 0.734634  
12 0.736767  
13 0.738356  
14 0.740572  
15 0.742292  
16 0.743864  
17 0.744589  
18 0.746089  
19 0.747532  
20 0.748733  
21 0.749790  
22 0.750839  
23 0.751456  
24 0.752549  
25 0.753208  
26 0.754074  
27 0.754780  
28 0.755258  
29 0.755985  
30 0.755917  
31 0.756623  
32 0.757013  
33 0.757816  
34 0.758125  
35 0.758989  
36 0.759030  
37 0.759309  
38 0.759866  
39 0.760386  
40 0.760890  
41 0.761205  
42 0.761610  
43 0.762218  
44 0.762627  
45 0.763371  
46 0.763932  
47 0.764631  
48 0.764867  
49 0.765470  
50 0.766246  
51 0.766489  
52 0.766483  
53 0.766464  
54 0.766911  
55 0.766886  
56 0.767087  
57 0.767199  
58 0.767837  
59 0.768042  
60 0.768320  
61 0.768873  
62 0.769210  
63 0.769206  
64 0.769339  
65 0.769534  
66 0.769379  
67 0.769509  
68 0.770061  
69 0.770951  
70 0.771335  
71 0.771805  
72 0.772273  
73 0.772839  
74 0.773267  
75 0.773528  
76 0.773621  
77 0.773862  
78 0.773634  
79 0.773966  
80 0.774574  
81 0.774854  
82 0.774697  
83 0.774780  
84 0.774771  
85 0.775199  
86 0.775042  
87 0.775451  
88 0.775496  
89 0.776053  
90 0.776070  
91 0.776322  
92 0.776377  
93 0.776754  
94 0.776989  
95 0.777241  
96 0.777116  
97 0.777540  
98 0.777805  
99 0.777722  
100 0.777922  
