0 0.499987  
1 0.500035  
2 0.500549  
3 0.500577  
4 0.501094  
5 0.501208  
6 0.501592  
7 0.501696  
8 0.501904  
9 0.501960  
10 0.501889  
11 0.502139  
12 0.502173  
13 0.502158  
14 0.502161  
15 0.502132  
16 0.502273  
17 0.502203  
18 0.502345  
19 0.502552  
20 0.502676  
21 0.502477  
22 0.502552  
23 0.502636  
24 0.502856  
25 0.502802  
26 0.502606  
27 0.502856  
28 0.503027  
29 0.503306  
30 0.503239  
31 0.503053  
32 0.503500  
33 0.503482  
34 0.503480  
35 0.503297  
36 0.503240  
37 0.503569  
38 0.503718  
39 0.503835  
40 0.504021  
41 0.504255  
42 0.504545  
43 0.504390  
44 0.504446  
45 0.504724  
46 0.504820  
47 0.504973  
48 0.505006  
49 0.505354  
50 0.505270  
51 0.505323  
52 0.505470  
53 0.505784  
54 0.505835  
55 0.506218  
56 0.506287  
57 0.506115  
58 0.506266  
59 0.506232  
60 0.506206  
61 0.506304  
62 0.506418  
63 0.506526  
64 0.506687  
65 0.506810  
66 0.506958  
67 0.506958  
68 0.507182  
69 0.507275  
70 0.507440  
71 0.507352  
72 0.507783  
73 0.507743  
74 0.507653  
75 0.507807  
76 0.508008  
77 0.508149  
78 0.508142  
79 0.508311  
80 0.508407  
81 0.508382  
82 0.508719  
83 0.508810  
84 0.508578  
85 0.508706  
86 0.509028  
87 0.509196  
88 0.509245  
89 0.509353  
90 0.509791  
91 0.510099  
92 0.510268  
93 0.510410  
94 0.510494  
95 0.510651  
96 0.510904  
97 0.510854  
98 0.510896  
99 0.511121  
100 0.511230  
