0 0.495372 
1 0.488128 
2 0.478688 
3 0.466072 
4 0.449288 
5 0.428095 
6 0.400474 
7 0.366708 
8 0.326993 
9 0.283681 
10 0.239821 
11 0.198363 
12 0.162017 
13 0.131154 
14 0.106510 
15 0.086973 
16 0.072185 
17 0.060726 
18 0.052339 
19 0.046026 
20 0.041056 
21 0.036927 
22 0.034109 
23 0.031736 
24 0.030168 
25 0.029078 
26 0.028508 
27 0.028288 
28 0.028215 
29 0.028133 
30 0.027899 
31 0.027888 
32 0.027774 
33 0.027652 
34 0.027456 
35 0.027573 
36 0.027431 
37 0.027503 
38 0.027402 
39 0.027326 
40 0.027444 
41 0.027274 
42 0.027279 
43 0.027110 
44 0.026861 
45 0.026897 
46 0.026825 
47 0.026663 
48 0.026494 
49 0.026451 
50 0.026469 
51 0.026489 
52 0.026637 
53 0.026447 
54 0.026399 
55 0.026585 
56 0.026469 
57 0.026444 
58 0.026508 
59 0.026553 
60 0.026389 
61 0.026594 
62 0.026566 
63 0.026397 
64 0.026487 
65 0.026662 
66 0.026468 
67 0.026405 
68 0.026363 
69 0.026406 
70 0.026635 
71 0.026416 
72 0.026418 
73 0.026665 
74 0.026589 
75 0.026362 
76 0.026492 
77 0.026474 
78 0.026548 
79 0.026514 
80 0.026436 
81 0.026448 
82 0.026451 
83 0.026452 
84 0.026561 
85 0.026532 
86 0.026480 
87 0.026484 
88 0.026547 
89 0.026545 
90 0.026518 
91 0.026470 
92 0.026623 
93 0.026623 
94 0.026562 
95 0.026781 
96 0.026417 
97 0.026468 
98 0.026435 
99 0.026565 
100 0.026397 
