0 0.498538 
1 0.496308 
2 0.493106 
3 0.489030 
4 0.483489 
5 0.476356 
6 0.466850 
7 0.454599 
8 0.438465 
9 0.418084 
10 0.392034 
11 0.360270 
12 0.322572 
13 0.281344 
14 0.239138 
15 0.199720 
16 0.164854 
17 0.135767 
18 0.112014 
19 0.093300 
20 0.078432 
21 0.066672 
22 0.057299 
23 0.050025 
24 0.044353 
25 0.040004 
26 0.036789 
27 0.034458 
28 0.032768 
29 0.031413 
30 0.030310 
31 0.029412 
32 0.028739 
33 0.028193 
34 0.027797 
35 0.027416 
36 0.027141 
37 0.026890 
38 0.026784 
39 0.026732 
40 0.026717 
41 0.026716 
42 0.026679 
43 0.026705 
44 0.026715 
45 0.026736 
46 0.026664 
47 0.026695 
48 0.026690 
49 0.026680 
50 0.026682 
51 0.026682 
52 0.026678 
53 0.026678 
54 0.026668 
55 0.026673 
56 0.026666 
57 0.026657 
58 0.026684 
59 0.026692 
60 0.026696 
61 0.026694 
62 0.026708 
63 0.026695 
64 0.026720 
65 0.026689 
66 0.026681 
67 0.026702 
68 0.026703 
69 0.026713 
70 0.026735 
71 0.026710 
72 0.026706 
73 0.026680 
74 0.026694 
75 0.026684 
76 0.026672 
77 0.026719 
78 0.026687 
79 0.026680 
80 0.026682 
81 0.026688 
82 0.026681 
83 0.026692 
84 0.026676 
85 0.026679 
86 0.026683 
87 0.026703 
88 0.026675 
89 0.026705 
90 0.026724 
91 0.026701 
92 0.026669 
93 0.026684 
94 0.026703 
95 0.026693 
96 0.026687 
97 0.026689 
98 0.026684 
99 0.026670 
100 0.026702 
